video_id,title,publish_date
mVJPC4Zd9PY,Learn ENGLISH with SEX/LIFE | Netflix Series,2021-07-31T14:00:29Z
atySD7QuIqI,Learn English with LILO &amp; STITCH,2021-07-27T14:00:12Z
wHLHsFisgWg,Learn How to Talk About COOKING in ENGLISH | Cooking Challenge,2021-07-13T14:00:13Z
rz478f17kn0,Learn English with Elon Musk | How Much will a Ticket to Mars cost? [Advanced Lesson],2021-07-03T14:00:19Z
ufCndfbsfpw,Learn English With High School Musical,2021-06-26T14:00:18Z
67E6Dl6LaW4,Learn English With Disney Movies | Cruella,2021-06-17T14:00:13Z
g82BjCFBH-8,Learn English with Linkin Park | Advanced Lesson,2021-06-15T14:00:13Z
dcCn9a8TC_I,"Learn English with PULP FICTION | John Travolta, Samuel L. Jackson &amp; Uma Thurman",2021-06-12T14:00:15Z
KEWge76EHpA,Learn English With Family Guy,2021-06-05T14:00:07Z
K7n_D9FbD2k,Learn English with The Good Doctor [Advanced Lesson],2021-06-03T14:00:14Z
IYsurU_B4Qo,Learn English with Wall-E | RealLife Conversation,2021-05-29T14:00:06Z
4Pu-xXFfkro,Learn English With Disney Movies | BRAVE,2021-05-27T14:00:14Z
ICVQ6wfZr3c,Learn English with Pirates of the Caribbean 2 | Jack Sparrow vs Davy Jones,2021-05-25T14:00:16Z
LlTP-I9o3PA,Learn English with HUGH JACKMAN [Advanced Lesson],2021-05-18T14:00:18Z
jslJbssyfUQ,Learn English with British TV and Movies | Understand POSH British English,2021-05-13T14:00:15Z
r97i8J7U6XI,Learn English with Michelle Obama,2021-05-04T14:00:15Z
L5EW4uRl_ps,Understand THIS Confusing English Reduction | &quot;Did You Say HIM or THEM?&quot;,2021-04-29T14:00:18Z
cHWHY-JpAHw,Learn English With Disney | Cinderella,2021-04-17T14:00:10Z
WU0W0S5ILHY,Learn English with Disney | RAYA and the Last Dragon,2021-04-10T14:00:18Z
3kcpvIRbSnA,Learn English With Shawn Mendes,2021-04-03T14:00:04Z
4axG_GhsP7Y,How to Pronounce &quot;Ed&quot; | Fix This Common Mistake in 15 Minutes,2021-04-01T14:00:11Z
Bft__01hqsQ,Learn English With Cobra Kai,2021-03-30T14:00:15Z
ys0SYYPLVOg,Learn English With Lana Del Rey,2021-03-27T15:00:16Z
RlcSm5jf89o,MODERN FAMILY in Australia | Funny English Lesson,2021-03-23T15:00:18Z
y8RrDy0v8zs,Learn English with Disney+ | WandaVision,2021-03-20T15:00:16Z
S0SJiGPUkBk,Learn English with HOW TO TRAIN YOUR DRAGON | Vikings and Dragons,2021-03-16T15:00:18Z
J135Qy4TVfQ,How to Learn English with Songs | Speak Clearly and Confidently,2021-03-04T15:00:15Z
u53Seni_i8U,BLACKPINK | Learn English With Songs,2021-02-27T15:00:11Z
viuGjQKO0cY,Learn English With Books: The Hunger Games,2021-02-25T15:00:12Z
lEuqXNfn90Y,Learn English with Robert Downey Jr. | How He Got his Role for Iron Man,2021-02-23T15:00:15Z
uW-I9SFuU1A,Learn English With Bridgerton | English for Romance,2021-02-16T15:00:13Z
xZIh2so3-AU,Learn English with Ratatouille | Describing an Extraordinary Dish,2021-02-06T15:00:10Z
E7mbFm3NAp0,Learn English with The Queen&#39;s Gambit,2021-01-16T15:00:11Z
y6mK4ugKCac,"Learn English With Sia | Elastic Heart, Courage to Change and more!",2021-01-12T15:00:11Z
IjEax-B7lrg,Science Bitch! Learn English with Breaking Bad (4 meanings of word &quot;bitch&quot;),2021-01-05T15:00:09Z
wOx50owZLyA,Speak English Like A Native | Discourse Markers and Why They’re So Important,2020-12-31T15:00:12Z
EQ9RFbIHrFw,Learn English With Disney Movies | Coco [Advanced Lesson],2020-12-05T15:00:09Z
xsUEm_faz_w,The 10 Best Netflix Series to Learn English,2020-12-03T15:00:14Z
DiBxjkkGb5o,"Learn English with Imagine Dragons | Radioactive, Thunder, Believer and Demons!",2020-11-17T15:00:10Z
nCf2qbVQ4Y4,Speak English Like Jennifer Lawrence | The Southern Accent [Advanced Lesson],2020-11-14T15:00:10Z
CUNSSG0cW6o,Learn English with News | The US Election and How Joe Biden Won!,2020-11-12T15:15:00Z
PL7niJMDu5w,Improve Your English with Disney Movies | Frozen 2,2020-11-07T15:00:09Z
tCrpvHJ52T0,Learn English With Chris Evans | Captain America,2020-10-27T15:00:18Z
Q5wMunSQHK4,DO NOT Say &#39;Really&#39; - Use These Advanced English Words Instead!,2020-10-20T14:00:11Z
aRbaIHNttv4,Don&#39;t Be Rude At Work - Learn English with The Devil Wears Prada,2020-10-13T14:00:11Z
ipwj4ZAq9BU,Learn English with Trump and Biden | The Presidential Debate,2020-10-10T14:00:11Z
cj0_XhE_qxE,Learn English With Disney Movies | Mulan,2020-10-08T14:00:08Z
d3M3dMst2jw,Learn English with Books: Harry Potter | Improve Your Reading Skills,2020-10-01T14:00:11Z
2MlWEVKMD_M,Learn English With Disney Movies | Moana,2020-09-26T14:00:09Z
BrWkotDAvfg,How to Sound Romantic in English | Learn English With Adam Sandler &amp; Drew Barrymore,2020-09-22T14:00:09Z
Wv0_rOzy48c,Learn College Vocabulary Words with Legally Blonde,2020-09-19T14:00:07Z
A_zhjxLLA08,How to Speak English Like a Native with Beyoncé,2020-09-17T14:00:11Z
SNvjZZneE6k,Learn English with Avatar: The Last Airbender,2020-09-15T14:00:09Z
XptIfkMNsRY,How Cristiano Ronaldo Transformed His English,2020-09-12T14:00:07Z
SkRaA1b73N4,Learn English With Lost | 15 Advanced Words and Expressions,2020-09-08T14:00:11Z
TzizA5rjM_Y,How To Have A Native Accent: 4 Tips with Dev Patel,2020-09-01T14:00:11Z
mJHR-D3GQ0Q,Learn 7 Advanced Phrasal Verbs with Doctor Strange,2020-08-29T14:00:10Z
GdD065F54ko,5 Real British Accents You Need to Understand,2020-08-27T14:00:12Z
LPA52CoT44w,Learn English With UP,2020-08-25T14:00:10Z
XGB0HwpOsgg,Is My Accent Bad? | Learn English with Deepika Padukone,2020-08-20T14:00:10Z
Xr2px4Zmdtg,Real Life English Conversation with Neymar Jr. and Will Smith,2020-08-18T14:00:11Z
G_p1Qky4-Dc,How To Speak English Like Harry Styles,2020-08-11T14:00:13Z
d6Z7PqZMnnk,Learn Survival English with The Walking Dead,2020-08-01T14:00:06Z
xpt3bJEjc-A,Learn 15 Advanced English Words and Slang with JENNIFER LOPEZ Hit Songs,2020-07-23T14:00:11Z
NKLyCK0zySA,Improve your British Accent | 5 times American TV Got the British Accent WRONG!,2020-07-18T14:00:10Z
Dp1I_iFRRVA,Learn English With Inside Out | How to Speak About Emotions in English,2020-07-09T14:00:10Z
vVZYHrvih4A,Learn English With Movies | Jurassic Park,2020-07-07T14:00:10Z
edvu5y-phhY,Learn English Through Movies | Mean Girls,2020-06-23T14:00:10Z
fwrD70WeSzs,10 Great Songs For English Fluency &amp; How to Learn with Music,2020-06-18T14:00:11Z
gj9SQk-rlkQ,Learn English with Eminem | How to Rap in English [Funny Lesson],2020-06-16T14:00:12Z
ZYKaNpUvpOM,The 5 Surprising Reasons Shakira Speaks Fluent English,2020-06-13T14:00:11Z
RjNka8csfYU,Learn English With Ice Age,2020-06-09T14:00:12Z
VAAOTyfO-Oo,Learn English with Songs | RAIN ON ME by Lady Gaga &amp; Ariana Grande,2020-05-30T14:00:09Z
-aUIiirSTJ8,Learn English With Back To The Future [Advanced Lesson],2020-05-26T14:00:11Z
V1mhdFpsYFA,10 Great MOVIES To Learn English,2020-05-21T14:00:10Z
4jdgfGcMRG8,DO NOT SAY &quot;Good&quot; – Say This Instead | 50 Native English Alternatives,2020-05-16T14:00:11Z
A8h35t_VYQA,Learn English with The Office,2020-05-14T14:00:09Z
SAY6Mptrj5s,Learn English with Kung Fu Panda [Intermediate Lesson],2020-04-25T14:00:13Z
TswCNV6meYM,Learn English with Finding Nemo,2020-04-18T14:00:12Z
3xCQrnTYmzY,Learn English with Disney Movies | The Incredibles,2020-04-09T14:00:12Z
fRseMUZ2NOM,Learn English Through Movies | AVATAR,2020-03-26T15:00:21Z
xV-GT84xzE8,Learn English for the Supermarket with Modern Family,2020-03-24T15:00:12Z
k9MTueetF38,Learn English with Movies | Spider-Man [Advanced Lesson],2020-03-14T15:00:11Z
8cjTEJseLUk,Learn English with Jim Carrey | Sonic the Hedgehog,2020-03-10T15:00:12Z
bUpTiOgMJu4,Learn English with Songs | Taylor Swift - Lover,2020-03-07T15:00:12Z
2EhiOgkklY0,Learn English with Billie Eilish | &quot;No Time To Die&quot;,2020-02-29T15:00:11Z
WsdwmoQcjiw,Learn English with Avengers: Endgame,2020-02-27T15:00:13Z
rSL2yqFxmfg,Learn English with Brooklyn 99 [Intermediate Level],2020-02-25T15:00:12Z
wqOlUOkiFbs,Learn English with Johnny Depp,2020-02-22T15:00:10Z
qSBNioIIQi4,Learn English with Lucy | Scarlett Johansson Movie [Advanced Lesson],2020-02-18T19:00:11Z
Cd2pxyKaKUM,Learn English With Movies | Kill Bill [Advanced Lesson],2020-02-13T15:01:08Z
k0yt9EVeA-4,Learn English with Kobe Bryant | &quot;Dear Basketball&quot; [Inspiring],2020-02-01T15:00:11Z
QaP6nhNyHb0,Learn English with Movies | Leonardo DiCaprio - “Wolf of Wall Street”,2020-01-25T15:00:10Z
JxWEAP0aAJQ,Learn English with SpongeBob SquarePants,2020-01-23T15:00:13Z
dsN6FiF9ncI,Learn English with Jennifer Aniston | The Morning Show [Advanced Lesson],2020-01-18T15:00:10Z
xQI0Kqu7x4o,Learn English with Movies | FIFTY SHADES OF GREY,2020-01-16T15:00:09Z
MtTDYMhU-qA,Learn English With Breaking Bad | Walter Meets Tuco,2019-12-31T15:00:10Z
CYkM3zOmjUE,Learn English With Ariana Grande,2019-12-06T15:00:09Z
soZc03vH_qQ,Learn English With Rap Songs | Eminem,2019-11-26T15:00:12Z
-hWE1DbQ43s,Learn English With Iron Man,2019-11-19T15:00:11Z
fQwqes1cQ8E,Learn English With President Trump &amp; Obama | Funny English Lesson,2019-11-12T15:00:10Z
zMuPfKkAcmI,How to Speak English Like a Native (featuring PewDiePie),2019-11-08T15:00:11Z
aTYNX1pjwwk,Learn English with Beauty And The Beast &amp; Emma Watson,2019-10-22T14:00:12Z
UUAENx1NANg,Learn English with Pirates Of The Caribbean,2019-10-11T14:00:10Z
5i8s5XMzEoA,Learn English With Dragon Ball Z,2019-08-20T14:00:00Z
OyNA4FA47do,Learn English With Avengers,2019-08-02T14:00:04Z
Xmgohhgb3pA,Learn English With Movies | Leonardo DiCaprio &amp; Brad Pitt - &quot;Once Upon A Time In Hollywood&quot;,2019-07-26T14:00:06Z
HgB2UHli0fU,Learn English With The Lion King,2019-07-16T14:00:05Z
YR1n_jid024,Learn English With Movies | &quot;Men In Black&quot; with Will Smith &amp; Chris Hemsworth,2019-06-21T14:58:28Z
HlJrKFgswkk,Learn English with Everybody Hates Chris | &quot;The Number One Rule&quot;,2019-06-11T14:00:02Z
QCWoDO07TRM,Learn British English with Sherlock | Sherlock and Watson&#39;s First Meeting,2019-05-10T14:00:02Z
pKoH9GkEKxQ,Learn English with Movies | Will Smith - The Pursuit of Happyness,2019-03-22T14:00:17Z
a79pawTkIx8,20+ Everyday Native English Phrases with Modern Family,2019-02-22T14:00:00Z
HLBxx-rejmE,English For Making Friends | How I Met Your Mother,2019-01-25T13:00:05Z
J1aP9Ykl8MM,Learn English with Modern Family - The Restaurant,2018-10-19T14:00:04Z
fGeOrvKbIgU,Speak English Like An American | Modern Family - Gloria Sings,2018-07-06T15:00:08Z
MbTOCvm2-OE,Learn American English with Breaking Bad,2018-06-29T15:00:03Z
HmRGyc9Ohfg,Learn English Through Movies | Star Wars: A New Hope,2018-04-19T08:07:35Z
b8XK8K1jjrg,Big Bang English Lesson: Howard Steals Sheldon&#39;s Spot,2017-10-12T13:59:48Z
